SKU,Name1,Name2
ST7x520240501_082236_IT IS WELL WITH MY SOUL,IT IS WELL,WITH MY SOUL
ST7x520240501_082237_SUNSHINE MIXED WITH A LITTLE HURRICANE,SUNSHINE MIXED WITH A,LITTLE HURRICANE
ST7x520240501_082239_PERHAPS YOU WERE MADE FOR SUCH A TIME AS THIS,PERHAPS YOU WERE MADE,FOR SUCH A TIME AS THIS
ST7x520240501_082240_GET IN LOSER WERE GOING SHOPPING,GET IN LOSER WE'RE,GOING SHOPPING
ST7x520240501_082241_BE STILL AND KNOW THAT I AM GOD,BE STILL AND KNOW,THAT I AM GOD
ST7x520240501_082242_GUNS DONT KILL PEOPLE PEOPLE KILL PEOPLE,"GUNS DON'T KILL PEOPLE,",PEOPLE KILL PEOPLE
ST7x520240501_082243_IF YOURE GOING THROUGH HELL KEEP GOING,IF YOU'RE GOING,THROUGH HELL KEEP GOING
ST7x520240501_082244_THE FORCE IS STRONG WITH THIS ONE,THE FORCE IS,STRONG WITH THIS ONE
ST7x520240501_082245_WHEN I AM AFRAID I PUT MY TRUST IN YOU,WHEN I AM AFRAID I,PUT MY TRUST IN YOU
ST7x520240501_082246_FAITH IT TILL YOU MAKE IT,FAITH IT TILL,YOU MAKE IT
ST7x520240501_082247_IF THE STARS WERE MADE TO WORSHIP SO WILL I,IF THE STARS WERE MADE,TO WORSHIP SO WILL I
ST7x520240501_082248_I STAB PEOPLE FOR A LIVING,I STAB PEOPLE,FOR A LIVING
ST7x520240501_082249_I WILL STAB YOU,I WILL,STAB YOU
ST7x520240501_082250_I HATE MORNING PEOPLE AND MORNINGS AND PEOPLE,I HATE MORNING PEOPLE,AND MORNINGS AND PEOPLE
ST7x520240501_082251_I USED TO BE A PEOPLE PERSON BUT PEOPLE RUINED IT FOR ME,I USED TO BE A PEOPLE PERSON,BUT PEOPLE RUINED IT FOR ME
ST7x520240501_082252_EMOTIONAL SUPPORT WATER BOTTLE,EMOTIONAL SUPPORT,WATER BOTTLE
ST7x520240501_082253_ITS OK TO NOT BE OK,IT'S OK TO,NOT BE OK
ST7x520240501_082254_YES ITS COOL NO IM NOT GOING TO PAINT IT,"YES, ITS COOL. NO, I'M",NOT GOING TO PAINT IT
ST7x520240501_082255_ITS NOT HOARDING IF ITS BOOKS,IT'S NOT HOARDING,IF IT'S BOOKS
ST7x520240501_082256_I CANT ADULT TODAY TOMORROW DOESNT LOOK GOOD EITHER,I CAN'T ADULT TODAY TOMORROW,DOESN'T LOOK GOOD EITHER
ST7x520240501_082257_I AM NOT OLD I AM A CLASSIC,"I AM NOT OLD, I",AM A CLASSIC
ST7x520240501_082259_I BRAKE FOR GOTH GIRLS,I BRAKE FOR,GOTH GIRLS
ST7x520240501_082300_CALM YOU SHALL KEEP AND CARRY ON YOU MUST,CALM YOU SHALL KEEP,AND CARRY ON YOU MUST
ST7x520240501_082301_LIVING THE SCRUB LIFE,LIVING THE,SCRUB LIFE
ST7x520240501_082302_SUNSHINE MIXED WITH A LITTLE HURRICANE,SUNSHINE MIXED WITH A,LITTLE HURRICANE
ST7x520240501_082303_IM NOT A HOT MESS IM A SPICY DISASTER,I'M NOT A HOT MESS,I'M A SPICY DISASTER
ST7x520240501_082304_WHY YRE ALL TRYING TO TEST THE JESUS IN ME,WHY Y'RE ALL TRYING TO,TEST THE JESUS IN ME
ST7x520240501_082305_EDUCATION IS IMPORTANT BUT BIKING IS IMPORTANTER,"EDUCATION IS IMPORTANT,",BUT BIKING IS IMPORTANTER
ST7x520240501_082306_I LOVE MY SOLDIER,I LOVE MY,SOLDIER
ST7x520240501_082307_LET THAT SHIT GO,LET THAT,SHIT GO
ST7x520240501_082308_DANCE MORE WORRY LESS,"DANCE MORE,",WORRY LESS
ST7x520240501_082309_THATS A TERRIBLE IDEA WHAT TIME,THAT'S A TERRIBLE,IDEA. WHAT TIME?
ST7x520240501_082310_AND SO THE ADVENTURE BEGINS,AND SO THE,ADVENTURE BEGINS
ST7x520240501_082311_ITS A BEAUTIFUL DAY TO LEAVE ME ALONE,IT'S A BEAUTIFUL DAY,TO LEAVE ME ALONE
ST7x520240501_082312_SO APPARENTLY I HAVE AN ATTITUDE,SO APPARENTLY I,HAVE AN ATTITUDE
ST7x520240501_082313_EDUCATION IS IMPORTANT BUT CAMPING IS IMPORTANTER,"EDUCATION IS IMPORTANT, BUT",CAMPING IS IMPORTANTER
ST7x520240501_082314_NO ONE FIGHTS ALONE,NO ONE,FIGHTS ALONE
ST7x520240501_082315_SORRY I AM LATE I DIDNT WANT TO COME,SORRY I AM LATE I,DIDN'T WANT TO COME
ST7x520240501_082316_LIFE IS BETTER AT THE LAKE,LIFE IS BETTER,AT THE LAKE
ST7x520240501_082317_RIDE MORE WORRY LESS,"RIDE MORE,",WORRY LESS
