SKU,Name1,Name2
ST7x520240502_225123_I DONT NEED THERAPY I JUST NEED MORE BOOKS,I DON'T NEED THERAPY I,JUST NEED MORE BOOKS
ST7x520240502_225124_DATA OR IT DIDNT HAPPEN,DATA OR IT,DIDN'T HAPPEN
ST7x520240502_225125_EVERYONE WAS THINKING IT I JUST SAID IT,EVERYONE WAS THINKING,IT I JUST SAID IT
ST7x520240502_225126_THE SARCASM IS STRONG WITH THIS ONE,THE SARCASM IS,STRONG WITH THIS ONE
ST7x520240502_225127_BLESSED BY GOD SPOILED BY MY HUSBAND PROTECTED BY BOTH,BLESSED BY GOD SPOILED BY MY,HUSBAND PROTECTED BY BOTH
ST7x520240502_225128_ILL BET YOU A NEW CAR THAT I CAN BRAKE FASTER THAN YOU CAN,I'LL BET YOU A NEW CAR THAT I,CAN BRAKE FASTER THAN YOU CAN
ST7x520240502_225129_THE CLOSER YOU GET THE SLOWER I DRIVE,THE CLOSER YOU GET,THE SLOWER I DRIVE
ST7x520240502_225130_OH THE OVERWHELMING NEVERENDING RECKLESS LOVE OF GOD,OH THE OVERWHELMING,NEVER-ENDING RECKLESS LOVE OF GOD
ST7x520240502_225131_FAITH OVER EVERYTHING,FAITH OVER,EVERYTHING
ST7x520240502_225132_I WILL WALK BY FAITH WHEN I CANNOT SEE,I WILL WALK BY FAITH,WHEN I CANNOT SEE
ST7x520240502_225133_ALL LIVES MATTER,ALL LIVES,MATTER
ST7x520240502_225134_SOUTHERN RAISED JESUS SAVED,SOUTHERN RAISED,JESUS SAVED
ST7x520240502_225136_PRAYERS GO UP BLESSING COME DOWN,PRAYERS GO UP,BLESSING COME DOWN
ST7x520240502_225137_I COULD USE A GOOD PADDLING,I COULD USE A,GOOD PADDLING
ST7x520240502_225138_I HAVE A GOOD HEART BUT THIS MOUTH,I HAVE A GOOD HEART,BUT THIS MOUTH
ST7x520240502_225139_DONT FLATTER YOURSELF COWBOY I WAS LOOKING AT YOUR TRUCK,DON'T FLATTER YOURSELF COWBOY,I WAS LOOKING AT YOUR TRUCK
ST7x520240502_225140_MY DRIVING SCARES ME TOO,MY DRIVING,SCARES ME TOO
ST7x520240502_225141_PLEASE BE PATIENT I DONT KNOW MY RIGHTS AND LEFTS,PLEASE BE PATIENT I DON'T,KNOW MY RIGHTS AND LEFTS
ST7x520240502_225142_MOTHER SHOULD I TRUST THE GOVERNMENT,MOTHER SHOULD I,TRUST THE GOVERNMENT?
ST7x520240502_225143_COFFEE SHOTS AND HEAVY SQUATS,COFFEE SHOTS AND,HEAVY SQUATS
ST7x520240502_225144_YOU JUST GOT PASSED MY A CHICK,YOU JUST GOT,PASSED MY A CHICK
ST7x520240502_225145_YOU CAN NEVER HAVE TOO MANY BAGS,YOU CAN NEVER HAVE,TOO MANY BAGS
ST7x520240502_225146_HONK IF YOURE A SILLY GOOSE,HONK IF YOU'RE A,SILLY GOOSE
ST7x520240502_225147_I RUN BECAUSE I REALLY LOVE CHIPS,I RUN BECAUSE I,REALLY LOVE CHIPS
ST7x520240502_225148_PLEASE BE PATIENT NEW HUMAN,PLEASE BE,PATIENT NEW HUMAN
ST7x520240502_225149_DONT ASK TO BORROW MY TOOL AND I WONT ASK BORROW YOUR GIRLFRIEND,DON'T ASK TO BORROW MY TOOL AND I,WON'T ASK BORROW YOUR GIRLFRIEND
ST7x520240502_225150_I AM MY BROTHERS KEEPER,I AM MY,BROTHERS KEEPER
